id,SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,Category
92,Nc1nc(-c2ccccc2)cs1,0.7241864,2.3923,176.244,3,1,38.91,1,0.916,2,2,1,0,0,2.0442,-0.19573,-0.02353,0.1722,0.19573,0.02353,0.10963,0.0861,11.61440186,0.06979522,0.22247522,0.00321522,1771.46,,other
93,Nc1nnc(-c2ccccc2)s1,0.722041851,1.7873,177.232,4,1,51.8,1,0.798,2,3,1,0,0,3.4999,-0.21449,-0.04555,0.16894,0.21449,0.04555,0.13002,0.08447,11.83852255,0.100066298,0.272321298,0.012281298,1386.342,,other
94,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.632070638,1.5511,241.25,4,2,74.58,3,0.85,2,3,0,2,0,3.0419,-0.2105,-0.05779,0.15271,0.2105,0.05779,0.134145,0.076355,13.09671927,0.117836953,0.290159453,0.021869453,2250.492,,Schiff bases
95,O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.108159152,-0.3084,492.232,6,8,236.6,15,0.8187,2,2,0,12,4,5.8845,-0.2398,0.01286,0.25266,0.2398,-0.01286,0.11347,0.12633,7.915776142,0.050959554,0.227594554,0.000654554,3603.061,3617.057187,Phosphonate esters
96,Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.837196983,3.947,322.408,4,2,65.18,4,0.71,2,2,0,2,0,2.9403,-0.21215,-0.03525,0.1769,0.21215,0.03525,0.1237,0.08845,11.3058225,0.086499096,0.254424096,0.007024096,2648.61,2651.995665,other
97,O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)[C@H]3c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,0.070237473,4.1416,740.67,15,11,267.29,4,0.8572,2,0,0,15,0,8.7396,-0.20221,-0.00869,0.19352,0.20221,0.00869,0.10545,0.09676,10.33484911,0.057460224,0.211290224,0.000390224,5239.754,5237.211966,other
98,NC(=S)N/N=C/c1ccccn1,0.388816583,0.2487,180.236,3,2,63.3,2,0.897,1.5,4,1,0,0,6.7494,-0.20619,-0.07284,0.13335,0.20619,0.07284,0.139515,0.066675,14.99812523,0.145965019,0.318817519,0.039787519,1827.508,1832.006885,Thiourea
99,NC(=S)N/N=C/c1cccnc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.92,1.5,4,1,0,0,4.8154,-0.21093,-0.06325,0.14768,0.21093,0.06325,0.13709,0.07384,13.54279523,0.127259399,0.301269399,0.027089399,1674.439,,other
100,NC(=S)N/N=C/c1ccncc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.855,1.5,4,1,0,0,3.8228,-0.20829,-0.09318,0.11511,0.20829,0.09318,0.150735,0.057555,17.37468508,0.197385459,0.376897959,0.075427959,1333.825,,Semicarbazones
101,O=C/C=C/c1ccccc1,0.443368782,1.8987,132.162,1,0,17.07,2,0.8698,1.5,0,0,1,0,3.6509,-0.23895,-0.07604,0.16291,0.23895,0.07604,0.157495,0.081455,12.27671721,0.15225999,0.35048249,0.03549249,1454.869,,other
102,Nc1ccccc1C(=O)c1ccccc1,0.593384232,2.4998,197.237,2,1,43.09,2,0.8881,1.4,1,0,1,0,1.5796,-0.20722,-0.05857,0.14865,0.20722,0.05857,0.132895,0.074325,13.45442314,0.118809829,0.288867329,0.023077329,1903.606,,other
103,O=Nc1c(O)c(/N=N/c2ccc(Cl)cc2[N+](=O)[O-])cc2ccccc12,0.269832845,5.9203,356.725,7,1,117.52,4,0.8492,1.4,4,0,4,0,2.8347,-0.21583,-0.11339,0.10244,0.21583,0.11339,0.16461,0.05122,19.52362358,0.264510466,0.454730466,0.125510466,2458.144,2454.14232,other
104,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.489947277,0.0964,511.36,6,2,110.29,6,0.862,1.25,3,2,5,0,7.8428,-0.07957,-0.02806,0.05151,0.07957,0.02806,0.053815,0.025755,38.82741215,0.056223146,0.122915646,0.015285646,2442.206,,other
105,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.564274954,-1.1742,411.346,6,2,110.29,4,0.3104,1.25,3,2,5,0,7.8655,-0.09778,-0.05785,0.03993,0.09778,0.05785,0.077815,0.019965,50.08765339,0.151644734,0.239442234,0.083812234,2268.698,,other
106,C[NH+]1CCN(CCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,0.557999793,-2.4448,311.332,6,2,110.29,4,0.1569,1.25,3,2,5,0,2.2759,-0.0745,-0.02959,0.04491,0.0745,0.02959,0.052045,0.022455,44.53351147,0.060313561,0.123586061,0.019496061,1960.953,,other
107,c1cc(-c2noc(-c3ccncc3)n2)ccn1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9397,1.2,4,0,1,0,1.2186,-0.26313,-0.08896,0.17417,0.26313,0.08896,0.176045,0.087085,11.48303382,0.177940185,0.397527685,0.045437685,1743.944,,other
108,c1ccc(-c2noc(-c3ccccn3)n2)nc1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9544,1.2,4,0,1,0,2.0619,-0.24771,-0.0716,0.17611,0.24771,0.0716,0.159655,0.088055,11.35653853,0.144737488,0.348419988,0.029109988,1767.684,,other
109,c1ccc2c(c1)[nH]c1cnccc12,0.548948557,2.7161,168.199,1,1,28.68,0,0.92,1.2,2,0,0,0,2.9705,-0.2101,-0.04227,0.16783,0.2101,0.04227,0.126185,0.083915,11.91682059,0.094873707,0.263016207,0.010646207,1334.841,,other
110,c1cncc(-c2noc(-c3cccnc3)n2)c1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9743,1.2,4,0,1,0,4.7809,-0.25378,-0.07789,0.17589,0.25378,0.07789,0.165835,0.087945,11.37074308,0.156354808,0.366162308,0.034492308,1613.319,,other
111,Cc1nccc2c1[nH]c1ccccc12,0.568427007,3.02452,182.226,1,1,28.68,0,0.93,1.2,2,0,0,0,2.801,-0.20578,-0.03807,0.16771,0.20578,0.03807,0.121925,0.083855,11.92534733,0.088639351,0.252491851,0.008641851,1672.418,,other
112,Nc1ccccc1C(=O)c1ccccc1,0.593384232,2.4998,197.237,2,1,43.09,2,0.8397,1.2,1,0,1,0,1.5796,-0.20722,-0.05857,0.14865,0.20722,0.05857,0.132895,0.074325,13.45442314,0.118809829,0.288867329,0.023077329,1903.606,,other
113,[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.513808763,-1.1578,295.18,2,0,26,5,0.9103,1,2,0,1,0,9.6946,-0.06484,-0.03074,0.0341,0.06484,0.03074,0.04779,0.01705,58.65102639,0.066976073,0.123291073,0.027711073,2008.029,2008.248996,pyridazines
114,[N-]=[N+]=NCc1cc(CN2CCCCC2)c(O)c2ncccc12,0.529683573,3.7366,297.362,4,1,85.12,4,0.88,1,5,0,1,0,2.3484,-0.20199,-0.06608,0.13591,0.20199,0.06608,0.134035,0.067955,14.71562063,0.132185867,0.300198367,0.032128367,2960.297,2959.89827,other
115,[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.533034306,2.5829,299.334,5,1,94.35,4,0.9,1,5,0,2,0,3.8689,-0.20418,-0.06883,0.13535,0.20418,0.06883,0.136505,0.067675,14.77650536,0.137669856,0.308012356,0.035002356,2390.547,2396.445855,other
116,Brc1ccc(-n2ccnc2)cc1,0.726070299,2.6348,223.073,2,0,17.82,1,0.564,1,2,0,0,0,2.0171,-0.22811,-0.03902,0.18909,0.22811,0.03902,0.133565,0.094545,10.57697393,0.094344541,0.275182041,0.008052041,1298.279,1301.272689,Imidazoles
117,Brc1ccc2nc[nH]c2c1,0.689170014,2.3254,197.035,1,1,28.68,0,0.607,1,2,0,0,0,3.4935,-0.22435,-0.02847,0.19588,0.22435,0.02847,0.12641,0.09794,10.21033286,0.081577946,0.256957946,0.004137946,1141.338,1137.2436,Benzimidazoles
118,BrCCCCOc1cccc2cccnc12,0.613785024,3.7887,280.165,2,0,22.12,5,0.975,1,1,0,1,0,3.8221,-0.2228,-0.06359,0.15921,0.2228,0.06359,0.143195,0.079605,12.562025,0.128790955,0.311788455,0.025398455,1569.891,1569.426208,Quinolines
119,BrCCCOc1cccc2cccnc12,0.624674758,3.3986,266.138,2,0,22.12,4,0.957,1,1,0,1,0,3.9423,-0.20593,-0.05799,0.14794,0.20593,0.05799,0.13196,0.07397,13.51899419,0.117706108,0.286651108,0.022731108,2045.418,2048.726699,Quinolines
120,BrCCOc1cccc2cccnc12,0.783149595,3.0085,252.111,2,0,22.12,3,0.952,1,1,0,1,0,4.7152,-0.2147,-0.06389,0.15081,0.2147,0.06389,0.139295,0.075405,13.26172005,0.12865922,0.30565672,0.02706672,1370.352,1375.721776,Quinolines
121,C#CCN1C(=O)c2ccccc2S1(=O)=O,0.647425695,0.4643,221.237,3,0,54.45,1,0.9247,1,1,1,3,0,3.1937,-0.27253,-0.07474,0.19779,0.27253,0.07474,0.173635,0.098895,10.11173467,0.152429917,0.375512417,0.028242417,1550.68,1546.3568,Saccharin derivatives
122,C(=N/c1ccc(Cc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.321947011,6.9016,386.545,4,0,24.72,6,0.761,1,2,2,0,0,2.0187,-0.20773,-0.04959,0.15814,0.20773,0.04959,0.12866,0.07907,12.64702163,0.104675576,0.272870576,0.015550576,3255.509,3258.76408,Schiff bases
123,C(=N/c1ccc(CCc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.295692545,7.096,400.572,4,0,24.72,7,0.811,1,2,2,0,0,3.5022,-0.20903,-0.05075,0.15828,0.20903,0.05075,0.12989,0.07914,12.63583523,0.106592192,0.276052192,0.016272192,3062.357,3070.427058,Schiff bases
124,C(=N/c1ccc(Oc2ccc(/N=C/c3ccccn3)cc2)cc1)\c1ccccn1,0.400203239,5.7701,378.435,5,0,59.73,6,0.8114,1,4,0,1,0,2.4241,-0.1977,-0.06466,0.13304,0.1977,0.06466,0.13118,0.06652,15.03307276,0.129346004,0.293786004,0.031426004,3402.462,3404.32476,Schiff bases
125,C(=N/c1ccc(Oc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.324228952,7.1031,388.517,5,0,33.95,6,0.82,1,2,2,1,0,0.4186,-0.19845,-0.05162,0.14683,0.19845,0.05162,0.125035,0.073415,13.62119458,0.106475184,0.268217684,0.018147684,3405.899,3413.884968,Schiff bases
126,C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1,0.219431003,7.5624,470.532,6,0,68.96,8,0.8783,1,4,0,2,0,3.3177,-0.19824,-0.065,0.13324,0.19824,0.065,0.13162,0.06662,15.01050736,0.130019697,0.294949697,0.031709697,3937.548,3942.180128,Schiff bases
127,C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.864,1,2,3,0,0,3.1962,-0.19412,-0.06019,0.13393,0.19412,0.06019,0.127155,0.066965,14.93317405,0.120722721,0.281360221,0.027050221,3159.028,3151.446522,Thiophenes
128,C(=Nc1nc[nH]n1)c1ccc(C=Nc2nc[nH]n2)cc1,0.695954833,1.424,266.268,6,2,107.86,4,0.912,1,8,0,0,0,2.2485,-0.21732,-0.07436,0.14296,0.21732,0.07436,0.14584,0.07148,13.98992725,0.148778019,0.330358019,0.038678019,2295.309,,Triazole
129,C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,0.214860338,-0.7458,429.426,12,0,131.64,18,0.84,1,3,0,9,0,3.7029,-0.25506,-0.03092,0.22414,0.25506,0.03092,0.14299,0.11207,8.922994557,0.091220398,0.290245398,0.004265398,2893.268,2891.665469,Epoxy
130,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.824744796,2.79452,243.262,4,1,62.8,2,0.865,1,1,0,3,0,6.1406,-0.20661,-0.05192,0.15469,0.20661,0.05192,0.129265,0.077345,12.92908397,0.108018878,0.275956378,0.017426378,1715.474,1714.85211,Pyranes
131,C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,0.855317811,3.44792,277.707,4,1,62.8,2,0.814,1,1,0,3,0,6.8236,-0.21278,-0.0548,0.15798,0.21278,0.0548,0.13379,0.07899,12.65983036,0.113303988,0.286588988,0.019008988,1734.202,1736.354704,Pyranes
132,C[N+](C)(C)CCCCCCN1C(=O)C(=O)c2ccccc21,0.439197032,2.4825,289.399,2,0,37.38,7,0.9207,1,2,0,2,0,23.4108,-0.04627,-0.018,0.02827,0.04627,0.018,0.032135,0.014135,70.74637425,0.036528413,0.075730913,0.011460913,2694.968,2689.306072,ionic surfactant
133,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.489947277,0.0964,511.36,6,2,110.29,6,0.8337,1,3,2,5,0,7.8428,-0.07957,-0.02806,0.05151,0.07957,0.02806,0.053815,0.025755,38.82741215,0.056223146,0.122915646,0.015285646,2442.206,,other
134,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.564274954,-1.1742,411.346,6,2,110.29,4,0.264,1,3,2,5,0,7.8655,-0.09778,-0.05785,0.03993,0.09778,0.05785,0.077815,0.019965,50.08765339,0.151644734,0.239442234,0.083812234,2268.698,,other
135,C[NH+]1CCN(CCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,0.557999793,-2.4448,311.332,6,2,110.29,4,0.137,1,3,2,5,0,2.2759,-0.0745,-0.02959,0.04491,0.0745,0.02959,0.052045,0.022455,44.53351147,0.060313561,0.123586061,0.019496061,1960.953,,other
136,C=[N+]([O-])c1cc(Cl)cc2cc(C=O)c(Cl)cc12,0.273145912,3.8015,268.099,2,0,43.14,2,0.95,1,1,0,2,0,,,,,,,,,,,,,1833.488,1839.096567,Quinolines
137,C=C(/C=C(C)/N=C/C=C/c1ccc(OC)cc1)C(=O)O,0.490251453,3.3238,271.316,3,1,58.89,6,0.9707,1,1,0,3,0,5.3274,-0.20569,-0.06025,0.14544,0.20569,0.06025,0.13297,0.07272,13.75137514,0.121569176,0.290899176,0.024959176,2625.938,2625.288501,Schiff bases
138,C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.936,1,3,0,2,0,2.7851,-0.2027,-0.05833,0.14437,0.2027,0.05833,0.130515,0.072185,13.85329362,0.117989646,0.284597146,0.023567146,2460.148,2461.3779,Quinolines
139,C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.937,1,2,1,0,0,1.9084,-0.20589,-0.00949,0.1964,0.20589,0.00949,0.10769,0.0982,10.18329939,0.059048554,0.215838554,0.000458554,1590.832,1594.157887,Benzimidazoles
140,c1cc(-c2nc3ccccc3[nH]2)nc(-c2nc3ccccc3[nH]2)c1,0.513854391,4.1682,311.348,3,2,70.25,2,0.97,1,5,0,0,0,4.4656,-0.21371,-0.06097,0.15274,0.21371,0.06097,0.13734,0.07637,13.09414692,0.123492704,0.299017704,0.024337704,2142.952,2145.04236,Dibenzimidazole
141,c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,0.415737599,5.635,345.452,5,0,38.67,2,0.96,1,3,2,0,0,2.3201,-0.22715,-0.06966,0.15749,0.22715,0.06966,0.148405,0.078745,12.699219,0.139844079,0.327621579,0.030811579,2874.166,2881.063533,Dibenzothiazoles
142,c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,0.485520706,2.6869,424.497,7,0,65.83,12,0.913,1,2,0,5,0,0.9879,-0.18532,-0.01457,0.17075,0.18532,0.01457,0.099945,0.085375,11.71303075,0.05850075,0.20113325,0.00124325,4023.277,4026.376424,Epoxy
143,c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,0.737235113,2.9088,298.338,4,0,43.52,7,0.958,1,0,0,4,0,2.1263,-0.22034,-0.01695,0.20339,0.22034,0.01695,0.118645,0.101695,9.833325139,0.069210069,0.238702569,0.001412569,2569.153,2565.73794,Epoxy
144,c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,0.468458316,4.3263,296.333,3,1,54.46,1,0.892,1,4,0,0,0,5.597,-0.20598,-0.05372,0.15226,0.20598,0.05372,0.12985,0.07613,13.13542624,0.110738359,0.278653359,0.018953359,2444.426,2439.216147,Imidazoles
145,c1ccc(-c2nc3ccccc3[nH]2)cc1,0.632617312,3.2299,194.237,1,1,28.68,1,0.879,1,2,0,0,0,3.1364,-0.21081,-0.04379,0.16702,0.21081,0.04379,0.1273,0.08351,11.97461382,0.097026045,0.266081045,0.011481045,1312.562,,Benzimidazoles
146,c1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccccc3)nc3ccccc32)cc1,0.245091881,7.2004,442.566,4,0,35.64,7,0.81,1,4,0,0,0,5.7635,-0.21193,-0.02958,0.18235,0.21193,0.02958,0.120755,0.091175,10.96791884,0.079965835,0.246308335,0.004798335,4047.671,4047.6708,Benzimidazoles
147,c1ccc(Cc2ccc3ncccc3c2)cc1,0.638054264,3.8256,219.287,1,0,12.89,2,0.9654,1,1,0,0,0,2.1765,-0.21902,-0.05634,0.16268,0.21902,0.05634,0.13768,0.08134,12.29407426,0.116521898,0.294871898,0.019511898,2049.799,2044.824615,Quinolines
148,c1ccc(Cc2cccc3ncccc23)cc1,0.638054264,3.8256,219.287,1,0,12.89,2,0.9474,1,1,0,0,0,2.1825,-0.22029,-0.05629,0.164,0.22029,0.05629,0.13829,0.082,12.19512195,0.116610513,0.295900513,0.019320513,1915.584,1915.210513,Quinolines
149,c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.963,1,1,0,2,0,0.9751,-0.19562,0.00082,0.19644,0.19562,-0.00082,0.0974,0.09822,10.18122582,0.048293423,0.194803423,3.42E-06,1582.548,,Epoxy
150,c1ccc2[nH]c(-c3ccncc3)nc2c1,0.648091739,2.6249,195.225,2,1,41.57,1,0.805,1,3,0,0,0,3.4419,-0.22387,-0.06198,0.16189,0.22387,0.06198,0.142925,0.080945,12.35406758,0.126181701,0.309579201,0.023729201,1698.834,,Benzimidazoles
151,c1ccc2[nH]c(-c3cscn3)nc2c1,0.657282831,2.6864,201.254,3,1,41.57,1,0.861,1,3,1,0,0,2.4671,-0.21431,-0.04463,0.16968,0.21431,0.04463,0.12947,0.08484,11.78689298,0.098788784,0.270678784,0.011738784,1277.98,1281.883776,Benzimidazoles
152,c1ccc2[nH]c(CCc3nc4ccccc4[nH]3)nc2c1,0.595269966,3.2244,262.316,2,2,57.36,3,0.94,1,4,0,0,0,0.0002,-0.21666,-0.01738,0.19928,0.21666,0.01738,0.11702,0.09964,10.03613007,0.068715779,0.235555779,0.001515779,2300.032,2303.38658,Dibenzimidazole
153,c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,0.378728031,4.5179,407.481,4,3,89.28,6,0.92,1,7,0,0,0,2.3763,-0.21031,-0.02826,0.18205,0.21031,0.02826,0.119285,0.091025,10.98599286,0.078159359,0.242956859,0.004386859,3638.658,3645.935483,Benzimidazoles
154,c1ccc2[nH]c(CNCc3nc4ccccc4[nH]3)nc2c1,0.53696154,2.729,277.331,3,3,69.39,4,0.886,1,5,0,0,0,5.2843,-0.20983,-0.02177,0.18806,0.20983,0.02177,0.1158,0.09403,10.63490375,0.071305115,0.234120115,0.002520115,2179.997,2174.257344,Benzimidazoles
155,c1ccc2[nH]c(COCc3nc4ccccc4[nH]3)nc2c1,0.602309053,3.156,278.315,3,2,66.59,4,0.95,1,4,0,1,0,5.793,-0.20913,-0.03768,0.17145,0.20913,0.03768,0.123405,0.085725,11.66520852,0.088823529,0.255091029,0.008281029,2526.816,2531.55336,Dibenzimidazole
156,c1ccc2[nH]c(CSCc3nc4ccccc4[nH]3)nc2c1,0.60041896,3.8726,294.383,3,2,57.36,4,0.96,1,4,1,0,0,3.2634,-0.21648,-0.02641,0.19007,0.21648,0.02641,0.121445,0.095035,10.5224391,0.077597138,0.246559638,0.003669638,2122.533,2119.333188,Dibenzimidazole
157,c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,0.436026139,4.2811,312.423,4,2,57.36,4,0.971,1,4,2,0,0,2.5222,-0.20816,-0.02128,0.18688,0.20816,0.02128,0.11472,0.09344,10.70205479,0.070423151,0.231863151,0.002423151,2234.088,2235.875187,Benzimidazoles
158,c1ccc2[nH]c(SSc3nc4ccccc4[nH]3)nc2c1,0.55545248,4.2386,298.396,4,2,57.36,3,0.92,1,4,2,0,0,5.7296,-0.21784,-0.07024,0.1476,0.21784,0.07024,0.14404,0.0738,13.5501355,0.140565864,0.321505864,0.033425864,2500.459,2493.086288,Benzimidazoles
159,c1ccc2c(c1)N=C1CCCCC1C1(CCCCC1)N2,0.697015693,5.0777,268.404,2,1,24.39,0,0.897,1,2,0,0,0,3.0587,-0.18955,-0.02104,0.16851,0.18955,0.02104,0.105295,0.084255,11.86873183,0.065794535,0.213217035,0.002627035,2938.982,2942.029352,Benzodiazepines
160,c1ccc2ncccc2c1,0.531191558,2.2348,129.162,1,0,12.89,0,0.8296,1,1,0,0,0,2.0999,-0.22521,-0.05676,0.16845,0.22521,0.05676,0.140985,0.084225,11.87295934,0.117998042,0.301095542,0.019125542,1091.904,,Quinolines
161,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,0.547823603,4.6912,296.42,4,0,25.78,3,0.91,1,2,2,0,0,1.2016,-0.23015,-0.03583,0.19432,0.23015,0.03583,0.13299,0.09716,10.29230136,0.091016571,0.272586571,0.006606571,2241.871,2236.362312,Dibenzothiazoles
162,c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,0.50555122,5.3394,328.487,5,0,25.78,4,0.93,1,2,3,0,0,3.323,-0.22253,-0.04767,0.17486,0.22253,0.04767,0.1351,0.08743,11.43772161,0.104380705,0.283195705,0.012995705,2867.926,2863.110912,Dibenzothiazoles
163,c1cnc2c(c1)c1nc(-c3ccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)cc3)[nH]c1c1cccnc12,0.241289315,6.966,514.552,6,2,108.92,2,0.903,1,8,0,0,0,5.6878,-0.20446,-0.07323,0.13123,0.20446,0.07323,0.138845,0.065615,15.24041759,0.146901882,0.318554382,0.040864382,3604.855,3604.85532,Imidazoles
164,CC(=NOCn1cnnc1)c1cc(Cl)ccc1Cl,0.640663597,2.9832,285.134,5,0,52.3,4,0.98,1,4,0,1,0,,,,,,,,,,,,,2516.296,2519.530992,Triazole
165,CC(=NOCn1cnnc1)c1ccc(Cl)c(Cl)c1,0.640663597,2.9832,285.134,5,0,52.3,4,0.987,1,4,0,1,0,,,,,,,,,,,,,1938.348,1938.101661,Triazole
166,CC(=NOCn1cnnc1)c1ccc(Cl)cc1,0.618183602,2.3298,250.689,5,0,52.3,4,0.968,1,4,0,1,0,4.6949,-0.24067,-0.05596,0.18471,0.24067,0.05596,0.148315,0.092355,10.82778409,0.11909122,0.31358372,0.01695372,1590.554,1585.2525,Triazole
167,CC(=NOCn1cnnc1)c1ccc(F)cc1,0.598539534,1.8155,234.234,5,0,52.3,4,0.935,1,4,0,1,0,5.9751,-0.23938,-0.04789,0.19149,0.23938,0.04789,0.143635,0.095745,10.44440963,0.107739377,0.299246877,0.011976877,1781.04,1781.569439,Triazole
168,CC(=O)c1c(O)cc(C)oc1=O,0.631147388,0.85642,168.148,4,1,67.51,1,0.806,1,0,0,4,0,6.8532,-0.23657,-0.06059,0.17598,0.23657,0.06059,0.14858,0.08799,11.36492783,0.125446167,0.318021167,0.020861167,1317.177,,Pyranes
169,CC(=O)c1ccc(-n2ccnc2)cc1,0.672807286,2.0749,186.214,3,0,34.89,2,0.705,1,2,0,1,0,1.6467,-0.23172,-0.06817,0.16355,0.23172,0.06817,0.149945,0.081775,12.22867625,0.13747174,0.32830424,0.02841424,1482.577,,Imidazoles
170,CC(=O)COc1ccc(C(=O)/C=C/c2ccc(C)cc2)cc1,0.599963401,3.85892,294.35,3,0,43.37,6,0.8537,1,0,0,3,0,3.4298,-0.22941,-0.06797,0.16144,0.22941,0.06797,0.14869,0.08072,12.38850347,0.136946953,0.325996953,0.028616953,2695.405,2690.403466,Chalcone
171,CC(=O)N1N=C(Cn2cncn2)OC1c1ccc([N+](=O)[O-])cc1,0.615241469,1.0773,316.277,8,0,115.75,4,0.988,1,6,0,4,0,7.1838,-0.24073,-0.09624,0.14449,0.24073,0.09624,0.168485,0.072245,13.84178836,0.196464774,0.401072274,0.064102274,2372.367,2368.452576,Triazole
172,CC(=O)NCc1ccc(O)c2ncccc12,0.800653278,1.5765,216.24,3,2,62.22,2,0.919,1,2,0,2,0,2.2999,-0.21194,-0.06695,0.14499,0.21194,0.06695,0.139445,0.072495,13.79405476,0.134112063,0.309804563,0.030914563,1906.69,1907.1729,Quinolines
173,CC(C)(C)c1ccc(CSc2nnc(Cn3cncn3)o2)cc1,0.668987264,3.2992,329.429,7,0,69.63,5,0.986,1,5,1,1,0,4.4939,-0.23519,-0.03953,0.19566,0.23519,0.03953,0.13736,0.09783,10.22181335,0.09643141,0.28270641,0.00798641,2866.586,2870.498068,Triazole
174,CC(C)(C)OC(=O)NCc1ccc(O)c2ncccc12,0.882795609,2.9651,274.32,4,2,71.45,2,0.949,1,2,0,3,0,2.1164,-0.21224,-0.05922,0.15302,0.21224,0.05922,0.13573,0.07651,13.0701869,0.120393628,0.294378628,0.022918628,2464.068,2458.24389,Quinolines
175,CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.96,1,0,4,4,0,9.547,-0.21367,-0.08194,0.13173,0.21367,0.08194,0.147805,0.065865,15.18257041,0.165841631,0.346579131,0.050969131,4481.993,4471.693624,other
176,CC(C)(S)[C@@H](N)C(=O)O,0.488090598,0.1067,149.215,3,3,63.32,2,0.3,1,1,1,2,0,3.621,-0.2257,-0.00807,0.21763,0.2257,0.00807,0.116885,0.108815,9.189909479,0.062776746,0.234069246,0.000299246,1228.403,,other
177,CC(C)c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.487846583,4.0724,328.328,6,1,110.67,6,0.9346,1,4,0,4,0,7.6253,-0.22444,-0.10854,0.1159,0.22444,0.10854,0.16649,0.05795,17.25625539,0.239162382,0.434627382,0.101647382,3066.947,3061.426018,Hydrazine
178,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0.842739226,2.9525,354.45,5,1,54.7,2,0.794,1,2,0,3,0,2.7785,-0.1829,-0.01701,0.16589,0.1829,0.01701,0.099955,0.082945,12.05618181,0.060226668,0.201654168,0.001744168,2979.985,2978.075788,Bisindole alkaloid
179,CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.301956265,-1.099,399.207,2,1,45.34,4,0.888,1,3,0,1,0,,,,,,,,,,,,,,,Pyridines
